Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
3095.543;0.079;3.505;1;3376.85;3376.85;337.685;2862.81;0;137.454;4;1;422;60;309;42.15;16;2;0.2;0.07;0.09;179;1.1;1.2;0.7;1;0.98;258;463;269;6000;0.004;0.01;1860;1780;15;3
17913.134;0.139;17.183;1;12720.495;12472.8;1247.28;12066.7;0.02;186.441;4;1;342;53;417;3;43;1.3;0.19;0.16;0.46;155;0.2;1.09;0.8;1;1.01;276;144;116;247000;0.004;0.01;410;1930;2;15
32648.213;0.471;34.423;1;25965.61;19041.6;1904.16;27307.6;0.862;267.027;4;1;169;69;413;32.9;45;1.8;0.16;0.09;0.25;66;1.1;1.16;0.9;0.7;1.05;335;252;85;200000;0.005;0.01;1460;1550;7;8
-851.048;0.015;0.196;0;62.358;62.358;6.236;0;0;93;4;1;331;107;290;30.56;2;1.6;0.19;0.01;0.45;67;0.7;1.18;0.9;0.8;0.99;166;306;94;159000;0.003;0.01;430;1780;12;1
2622.671;0.106;3.869;1;3030.7;3030.7;303.07;3181.56;0;221.135;4;1;120;111;268;10.95;40;4.4;0.19;0.04;0.12;157;0.4;1.2;0.7;1;1.05;265;126;477;182000;0.001;0.01;1310;840;14;3
10599.249;0.04;11.453;1;2505.493;2464.38;246.438;0;0;121.819;4;1;224;121;423;23.62;41;2.7;0.2;0.16;0.36;215;0.2;1.02;0.9;0.8;1.04;311;444;269;287000;0.003;0.01;1980;830;14;1
-720.756;0.125;0.44;0.051;716.909;663.072;66.307;777.065;0.135;157.608;4;1;386;28;372;3.08;3;4.5;0.15;0.14;0.12;123;0.8;1.07;0.7;0.3;1;156;133;337;179000;0.004;0.01;1000;690;7;3
13911.317;0.625;15.753;1;14505.2;8945.7;894.57;16494.5;0.786;331.808;4;1;172;171;457;44.22;16;3.4;0.18;0.12;0.14;78;0.3;1.19;0.7;0.7;1;239;363;255;29000;0.003;0.01;1230;450;5;13
63801.127;0.443;56.768;1;44215.11;36570.5;3657.05;46398.6;0.633;132.028;4;1;263;179;294;38.33;45;5;0.2;0;0.44;217;0.5;1.11;0.9;0.9;1.01;243;181;285;210000;0.004;0.01;1890;1470;11;14
42629.023;0.577;40.481;1;45226.9;16547.9;1654.79;46349.6;0.94;192.567;4;1;219;103;452;29.71;23;1.2;0.16;0.08;0.21;71;0.5;1.1;0.9;0.3;0.99;341;126;171;201000;0.004;0.01;1420;830;13;14
31197.625;0.272;27.967;1;33070.09;24251.9;2425.19;34135;0.586;289.524;4;1;372;179;479;26.91;38;3.2;0.2;0.13;0.4;121;1.3;1.09;0.8;0.6;1.01;332;359;298;202000;0.004;0.01;940;1100;11;12
52528.42;0.445;36.848;1;60270.4;37858.5;3785.85;66455.5;0.709;229.529;4;1;422;44;457;23.04;40;4.2;0.18;0.18;0.4;226;0.2;1.12;0.7;0.4;0.99;189;84;160;159000;0.004;0.01;1470;1380;12;11
25865.877;0.338;23.54;1;23458.23;22887.6;2288.76;24256.5;0.076;235.841;4;1;397;192;379;32.18;26;0.7;0.19;0.11;0.38;126;0.4;1.08;0.8;0.3;1.03;266;137;116;13000;0.005;0.01;1300;1100;7;9
14925.713;0.205;15.992;1;12243.748;12243.4;1224.34;11879.2;0.001;117.629;4;1;265;122;355;4.18;37;3;0.18;0.06;0.41;188;0.2;1.11;0.7;0.7;1.02;245;440;174;84000;0.004;0.01;1890;1000;3;5
-589.477;0.025;0.405;0;100.092;100.092;10.009;0;0;151.289;4;1;223;30;365;9.29;3;4.8;0.18;0.08;0.37;185;0.2;1.08;0.9;1;1.05;272;403;472;172000;0.005;0.01;1310;1220;13;1
50442.331;0.429;54.106;1;60770.1;28225.1;2822.51;61469.9;0.828;252.171;4;1;227;127;419;32.65;50;3.7;0.17;0.12;0.21;83;1;1.01;0.9;0.3;0.98;268;154;478;135000;0.005;0.01;1470;590;5;6
27839.908;0.419;28.958;1;38081.3;19707.3;1970.73;42365.3;0.806;287.151;4;1;224;14;427;21.13;43;4.4;0.17;0.09;0.23;70;0.7;1.25;0.7;0.4;1.05;242;137;324;214000;0.003;0.01;1300;1010;5;11
5342.037;0.05;7.282;1;1492.831;1488.7;148.87;0;0;101.618;4;1;131;185;261;33.71;40;4.7;0.18;0.1;0.28;225;0.5;1.15;0.8;0.4;1;343;477;249;150000;0.005;0.01;910;510;10;2
1934.431;0.406;2.844;0.953;2543.876;1887.71;188.771;2776.07;0.739;155.851;4;1;278;112;370;48.18;3;1.9;0.17;0.05;0.09;157;1.5;1.2;0.9;0.5;1.02;268;437;398;212000;0.005;0.01;1280;860;11;7
-788.247;0.035;0.403;0;172.944;170.423;17.042;0;0;129.703;4;1;419;129;263;34.69;2;4;0.19;0.14;0.17;158;0.4;1.09;0.7;0.8;1.03;294;305;107;115000;0.003;0.01;1740;420;6;2
28223.126;0.331;24.688;1;34162;23807.3;2380.73;38359;0.631;258.556;4;1;348;64;493;8.92;46;3.8;0.15;0.15;0.48;83;0.6;1.08;0.7;0.6;0.99;151;369;104;272000;0.002;0.01;750;1740;14;13
-132.405;0.085;0.879;0.158;1232.875;1033.53;103.353;1595.38;0.171;262.386;4;1;380;93;497;4.38;6;3.9;0.19;0.18;0.4;144;0.9;1.12;0.9;0.5;1.04;172;405;57;71000;0.002;0.01;1540;400;4;10
8419.032;0.044;8.486;1;2859.234;2814.49;281.449;0;0;136;4;1;336;153;321;38.87;33;3.7;0.18;0.11;0.26;95;0.9;1.09;0.7;0.6;1.05;348;71;88;257000;0.005;0.01;850;1920;4;14
2096.708;0.127;3.323;1;2344.024;2198.92;219.892;2737.82;0.103;173.153;4;1;145;19;283;5.16;27;4.4;0.16;0.11;0.5;184;1.2;1.25;0.9;0.6;0.99;218;71;294;294000;0.003;0.01;1040;1290;10;2
8046.44;0.022;7.326;1;2603.15;2603.15;260.315;0;0;182.013;4;1;406;127;245;8.09;42;3.4;0.19;0.02;0.12;182;1.3;1.07;0.9;0.4;1.05;294;342;76;257000;0.004;0.01;1540;1730;15;12
31355.039;0.372;32.271;1;32998.46;24576.8;2457.68;34341.6;0.57;224.821;4;1;249;43;493;47.35;47;2.5;0.18;0.12;0.46;68;1.2;1.09;0.8;0.9;1.05;209;432;101;110000;0.005;0.01;640;450;14;7
5986.178;0.03;6.165;1;1560.36;1560.36;156.036;0;0;177;4;1;265;141;298;33.11;33;1.9;0.17;0;0.19;129;0.6;1.18;0.9;1;1.04;327;287;94;118000;0.005;0.01;1920;1670;10;15
3631.308;0.115;4.45;1;2943.708;2821.69;282.169;2641.62;0.041;179.715;4;1;350;97;373;0.84;20;2.1;0.12;0.2;0.22;163;0.2;1.13;0.9;0.4;1.05;275;461;352;127000;0.005;0.01;1630;970;3;5
12985.865;0.377;14.629;1;11555.47;8422.05;842.205;10897.3;0.651;125.869;4;1;187;50;388;22.85;19;4.9;0.17;0.03;0.04;108;1.4;1.02;0.9;0.5;1.05;244;438;237;51000;0.003;0.01;970;1180;13;2
16088.337;0.298;15.516;1;16891.7;16891.7;1689.17;19194.1;0;198.09;4;1;263;170;303;46.87;33;3;0.2;0.06;0.13;203;0.4;1.15;0.7;0.5;0.98;252;174;462;196000;0.005;0.01;1740;1980;13;5
782.629;0.216;1.674;0.332;2244.331;2124.37;212.437;2363.74;0.054;312.526;4;1;338;205;385;41.16;5;4.4;0.2;0.18;0.1;194;0.9;1.11;0.7;0.8;1.04;319;132;277;73000;0.001;0.01;1940;1980;3;13
12444.93;0.304;13.23;1;15643.46;11118.2;1111.82;18129;0.668;304.866;4;1;302;36;495;17.83;26;5;0.16;0.15;0.01;176;1.2;1.14;0.8;0.5;1;202;62;377;74000;0.002;0.01;1600;1140;3;5
50114.36;0.285;47.103;1;40144.31;40144.3;4014.43;39324.2;0;202.118;4;1;364;93;493;38.45;49;0.8;0.2;0.04;0.19;106;1.4;1.02;0.9;0.4;0.99;287;78;64;67000;0.001;0.01;1200;1310;9;2
20779.737;0.214;20.601;1;19142.666;18702.9;1870.29;21006.5;0.057;174.954;4;1;354;51;426;5.87;45;4.1;0.18;0.16;0.1;227;0.3;1.07;0.8;0.6;0.98;181;439;162;205000;0.004;0.01;430;1810;7;4
61161.337;0.591;60.018;1;43500.89;35104.8;3510.48;44751.1;0.522;181.979;4;1;238;192;413;30.96;35;2.7;0.2;0.04;0.06;70;0.4;1.06;0.9;0.7;1.03;199;427;151;19000;0.003;0.01;310;1060;11;14
3318.459;0.034;3.908;1;1421.434;1119.16;111.916;0;0.212;132;4;1;344;43;251;48.27;19;2.5;0.19;0.2;0.43;118;1.2;1.2;0.9;0.7;1;319;237;160;13000;0.005;0.01;680;940;12;14
4051.131;0.147;4.412;1;4437.451;4385.25;438.525;4600.38;0.012;189.918;4;1;379;119;395;10.08;13;0.7;0.19;0.15;0.19;66;0.3;1.11;0.7;1;1.02;233;122;54;75000;0.002;0.01;1440;940;15;8
10941.793;0.4;12.1;1;8014.806;7808.47;780.847;8108.32;0.16;234.927;4;1;106;48;310;17.8;35;1.6;0.15;0.1;0.38;146;1;1.09;0.9;1;1.05;290;473;357;75000;0.003;0.01;1180;880;14;14
42437.926;0.433;40.661;1;35182.35;31834.9;3183.49;38360;0.718;203.217;4;1;277;33;384;47.31;45;0.6;0.16;0.02;0.05;142;0.8;1.1;0.9;0.4;1.03;153;94;274;79000;0.004;0.01;530;1250;14;8
55286.874;0.446;40.644;1;49596.8;32969.7;3296.97;49355.5;0.71;114.329;4;1;398;192;244;25.93;34;4.3;0.16;0.07;0.48;108;0.3;1.04;0.8;0.3;1.03;182;62;258;248000;0.004;0.01;1350;1530;4;12
3452.084;0.44;4.608;1;4342.185;3616.84;361.684;4642.11;0.638;152.404;4;1;147;201;290;25.47;10;1.6;0.17;0.1;0.07;201;1.2;1.14;0.7;0.7;1.03;225;159;407;281000;0.001;0.01;790;420;15;10
10319.785;0.212;10.596;1;9784.238;8808.89;880.889;11218.2;0.244;186.935;4;1;343;113;269;27.75;27;4.3;0.17;0.2;0.23;197;0.8;1.17;0.9;0.8;0.98;219;371;376;65000;0.003;0.01;730;980;2;15
-433.668;0.04;0.605;0;192.632;192.632;19.263;0;0;151;4;1;373;181;446;32.32;2;1.9;0.19;0.06;0.22;122;1.3;1.17;0.8;0.9;1.05;350;178;121;84000;0.005;0.01;1220;1800;8;1
22678.097;0.361;19.811;1;22978.68;20410;2041;25007.6;0.422;275.704;4;1;387;69;494;14.48;31;3.7;0.15;0.09;0.22;201;0.7;1.12;0.7;0.8;1.05;229;299;230;145000;0.002;0.01;320;1990;14;12
35527.97;0.386;35.971;1;36240.97;28088.7;2808.87;37807.2;0.617;137.233;4;1;286;82;318;37.36;50;4.8;0.16;0.05;0.29;201;0.6;1.16;0.7;0.5;1.04;259;447;425;217000;0.004;0.01;650;1500;10;3
3706.224;0.092;3.823;1;5100.663;4636.12;463.612;5572.95;0.109;232.731;4;1;408;147;388;7.28;24;4;0.2;0.19;0.36;149;0.5;1.25;0.7;0.6;1.05;266;488;314;105000;0.005;0.01;680;690;9;4
558.259;0.151;1.509;0.308;1539.117;1489.13;148.913;1705.24;0.032;228.609;4;1;386;137;348;27.94;5;1.4;0.17;0.13;0.2;194;0.8;1.19;0.8;0.6;1.04;252;204;493;230000;0.004;0.01;800;1910;2;7
36565.052;0.432;33.381;1;30484.62;24627.3;2462.73;31171;0.599;202.204;4;1;328;61;392;46.33;28;3.3;0.19;0.08;0.13;201;0.6;1.1;0.8;0.7;1.04;278;329;365;247000;0.002;0.01;1500;330;14;11
2530.773;0.209;3.755;1;2373.343;2298.13;229.813;2306.73;0.05;115.243;4;1;124;37;250;0.56;35;3.5;0.08;0.14;0.22;135;0.3;1.05;0.9;0.3;1.04;171;133;82;190000;0.004;0.01;1270;550;4;15
12725.454;0.483;14.388;1;12758.72;8702.92;870.292;15582.6;0.713;257.7;4;1;181;19;487;46.03;18;3.3;0.2;0.1;0.44;170;1.2;1.25;0.9;0.9;0.99;150;163;232;14000;0.005;0.01;780;1790;8;5
5668.226;0.446;7.645;1;5443.243;4499.88;449.988;5738.81;0.501;160.477;4;1;73;187;257;10.67;20;2.1;0.19;0.03;0.04;130;1.3;1.12;0.9;0.5;1.02;249;361;284;195000;0.005;0.01;1120;500;4;13
31403.215;0.652;34.195;1;24747.85;20359.9;2035.99;27969.7;0.714;208.575;4;1;229;109;365;24.85;24;1.6;0.17;0.01;0.27;136;0.2;1.24;0.8;0.3;1.05;295;213;356;234000;0.001;0.01;1190;700;2;9
5020.72;0.052;5.076;1;5887.88;5887.88;588.788;4648.13;0;282.677;4;1;377;145;379;13.96;44;4.3;0.2;0.06;0.13;176;1.3;1.09;0.7;0.9;1.02;349;143;299;25000;0.003;0.01;1000;300;2;4
25488.454;0.68;27.52;1;19835.73;16657.5;1665.75;23119;0.879;143.761;4;1;126;22;291;38.73;40;2.5;0.16;0.05;0.46;62;0.2;1.23;0.8;1;1.02;208;87;226;74000;0.001;0.01;1630;430;14;9
-8.932;0.082;0.992;0.178;1212.348;1100.34;110.034;1105.87;0.092;238.368;4;1;374;42;287;38.93;6;3.2;0.19;0.18;0.16;161;1.5;1.02;0.7;0.8;1.01;278;199;325;227000;0.001;0.01;1440;1830;3;8
2805.258;0.041;3.861;1;901.292;859.314;85.931;0;0.047;100.676;4;1;260;51;245;17.77;14;0.6;0.19;0.17;0.47;200;0.2;1.17;0.9;0.5;1.04;297;465;206;176000;0.003;0.01;680;640;6;9
1966.992;0.188;2.956;1;2488.68;2488.68;248.868;2537.25;0;100.688;4;1;172;153;380;11.96;13;2.3;0.18;0.06;0.21;145;0.8;1.17;0.7;1;1.05;194;166;243;187000;0.005;0.01;1770;1800;13;2
18312.979;0.246;17.489;1;20884.245;20884;2088.4;24992.1;0;203.452;4;1;346;187;487;13.04;44;2.6;0.19;0.1;0.15;79;0.2;1.18;0.7;0.7;1.01;186;76;332;189000;0.003;0.01;850;1790;12;4
13105.276;0.422;13.652;1;12516.17;11132.8;1113.28;12680.2;0.402;199.392;4;1;327;157;376;45.64;14;2.6;0.17;0.11;0.11;212;0.3;1.02;0.8;0.4;1;223;381;165;35000;0.003;0.01;500;640;12;5
16292.355;0.275;16.593;1;13265.956;13265.8;1326.58;12712.7;0;56.669;4;1;275;58;360;27.25;31;2.7;0.17;0.09;0.08;91;0.3;1.06;0.8;0.9;1.05;150;252;455;40000;0.004;0.01;1650;410;15;3
17421.446;0.654;18.495;1;19304.44;8936.04;893.604;20244.9;0.854;268.985;4;1;151;48;490;23.01;17;4.2;0.16;0.03;0.01;84;0.7;1.12;0.8;0.9;1.05;161;92;418;32000;0.005;0.01;970;1610;9;13
1906.181;0.215;2.596;0.733;3075.051;3019.18;301.918;3381.46;0.018;135.163;4;1;366;203;287;38.95;7;2.6;0.19;0.13;0.41;209;0.4;1.16;0.7;1;1.02;179;200;318;32000;0.002;0.01;1990;1650;11;8
1582.629;0.123;2.701;0.648;2698.13;2698.13;269.813;2988.81;0;193.211;4;1;254;130;416;11.87;13;2;0.19;0.04;0.39;55;1.2;1.12;0.7;0.9;1.01;200;391;422;259000;0.001;0.01;300;1130;6;3
880.693;0.367;1.815;0.402;2121.653;1474.68;147.468;2287.71;0.689;225.401;4;1;267;72;342;19.28;3;2.7;0.17;0.16;0.09;88;1;1.11;0.8;0.4;0.99;245;355;235;231000;0.005;0.01;650;1730;12;10
49884.974;0.396;48.216;1;33791.2;33791.2;3379.12;36380.8;0;236.45;4;1;283;147;458;21.58;40;0.9;0.2;0.01;0.36;146;0.2;1.08;0.9;0.6;1.05;165;224;103;12000;0.004;0.01;740;1190;6;13
14919.608;0.453;16.904;1;14673.04;9617.45;961.745;14932.4;0.734;231.1;4;1;172;106;394;42.56;24;4.3;0.15;0.08;0.37;130;0.7;1.08;0.8;0.7;1.02;304;196;308;64000;0.002;0.01;1140;990;11;4
13481.477;0.523;15.504;1;13300.55;7764.91;776.491;12886.4;0.904;227.861;4;1;119;183;394;48.11;21;1.8;0.15;0.06;0.41;159;0.8;1.01;0.7;1;1.03;323;275;221;17000;0.004;0.01;1180;1350;10;7
39006.603;0.715;43.12;1;35652.6;14941.7;1494.17;36917.4;0.961;334.955;4;1;78;143;493;13.26;49;4.2;0.17;0.1;0.12;217;0.7;1.1;0.9;1;1.04;218;258;113;145000;0.004;0.01;1550;1460;4;14
15073.741;0.763;20.591;1;26037.41;6108.81;610.881;25861.5;1;196.658;4;1;42;144;413;47.09;37;4.9;0.16;0.18;0.15;221;0.4;1.03;0.7;0.7;1.03;312;386;270;42000;0.004;0.01;330;1070;9;2
25801.122;0.659;26.26;1;20256.11;14059.1;1405.91;22562.7;0.788;266.491;4;1;190;80;489;42.28;19;2.8;0.19;0.07;0.13;211;0.5;1.18;0.9;0.9;1.01;271;345;203;215000;0.001;0.01;350;1890;15;8
-62.033;0.019;0.945;0.15;527.536;512.107;51.211;315.721;0.029;195.458;4;1;309;74;268;0.25;20;1.4;0.15;0.13;0.24;122;0.5;1.22;0.8;0.5;1.01;241;379;493;58000;0.005;0.01;1070;1710;15;6
19251.737;0.269;21.21;1;18050.013;17686.3;1768.63;17531.5;0.221;219.92;4;1;210;197;400;14.39;45;4.5;0.18;0;0.12;202;0.4;1.01;0.7;0.9;1.02;256;205;292;123000;0.005;0.01;410;810;13;5
5908.379;0.582;8.083;1;9574.71;3440.51;344.051;9626.14;0.873;272.966;4;1;112;64;445;36.66;10;3.8;0.16;0.13;0.16;223;0.9;1.02;0.8;0.6;1.05;155;150;456;182000;0.001;0.01;710;850;5;6
29978.491;0.423;31.064;1;38999.5;17004.6;1700.46;42245.1;0.843;165.71;4;1;244;13;295;42.05;41;4.7;0.15;0.19;0.48;178;0.6;1.18;0.9;0.4;0.99;183;395;328;80000;0.005;0.01;1150;1840;5;5
7776.771;0.227;8.887;1;9026.76;6980.74;698.074;9483.56;0.428;197.122;4;1;200;199;377;9.11;33;3;0.17;0.2;0.32;162;1.5;1.16;0.8;0.8;1;291;299;448;59000;0.001;0.01;820;510;12;11
12775.92;0.376;12.265;1;18811.97;11065.2;1106.52;20632.7;0.715;251.495;4;1;416;106;407;35.97;14;2.8;0.19;0.16;0.31;163;0.6;1.23;0.7;0.3;1.05;266;365;95;77000;0.004;0.01;420;1320;8;9
1948.932;0.236;2.826;0.771;3241.428;2929.29;292.929;3533.17;0.202;185.434;4;1;326;82;330;20.11;7;3.9;0.19;0.14;0.37;110;1.1;1.17;0.7;0.7;1;262;133;334;63000;0.003;0.01;1520;1040;3;10
3017.903;0.042;4.042;1;1278.969;1091.59;109.159;0;0.147;70.231;4;1;230;200;253;31.53;23;1.6;0.17;0.17;0.45;93;1.5;1.21;0.8;1;1.04;293;460;247;277000;0.001;0.01;740;480;10;11
-324.034;0.02;0.689;0;202.881;202.881;20.288;0;0;201;4;1;175;109;242;12.07;11;2.3;0.16;0.09;0.31;183;1.5;1.17;0.8;0.8;1.01;298;182;253;88000;0.004;0.01;700;1930;14;11
9371.552;0.153;7.909;1;13613.58;11287.6;1128.76;16692.3;0.356;214.838;4;1;393;61;419;28.32;42;4.4;0.17;0.14;0.38;225;1.3;1.25;0.7;0.7;1;206;388;166;278000;0.005;0.01;910;810;15;3
40157.856;0.499;41.671;1;27652.71;25389.6;2538.96;29556.1;0.464;157.148;4;1;218;38;344;32.85;37;3;0.18;0.01;0.07;79;0.2;1.11;0.9;0.6;1;264;158;259;29000;0.003;0.01;1310;400;12;7
8380.822;0.404;9.623;1;11521.11;7670.51;767.051;13031.9;0.786;246.908;4;1;221;159;376;27.06;18;2.2;0.15;0.07;0.12;113;1.1;1.23;0.7;0.3;0.98;341;382;321;163000;0.001;0.01;1070;1230;8;5
17852.323;0.221;17.786;1;19414.667;19162;1916.2;20609.8;0.013;189.111;4;1;256;11;319;19.03;50;1.6;0.2;0.13;0.03;71;0.6;1.05;0.7;0.7;1;187;235;286;260000;0.002;0.01;890;1620;12;8
13711.071;0.18;13.445;1;13258.121;13087.5;1308.75;14081;0.084;265.15;4;1;331;85;393;5.78;38;3.1;0.19;0.1;0.02;214;1.2;1.17;0.8;0.3;1.02;332;59;149;172000;0.002;0.01;740;1650;7;11
1792.853;0.029;2.668;1;950.683;949.144;94.914;0;0.002;173;4;1;358;103;440;23.83;15;1.1;0.19;0.1;0.12;123;0.9;1.17;0.7;0.4;1.02;311;339;465;292000;0.001;0.01;1850;1210;6;1
11118.554;0.472;13.132;1;12697.64;10360.6;1036.06;14815.8;0.557;141.143;4;1;152;136;467;18.77;30;3.5;0.18;0.16;0.25;82;0.9;1.24;0.7;0.7;0.98;272;451;71;113000;0.002;0.01;550;1230;14;2
17111.375;0.585;17.778;1;31435.36;8008.26;800.826;32188.9;0.951;304.939;4;1;156;196;485;38.5;13;2;0.18;0;0.31;220;1.4;1.13;0.9;0.3;1.01;345;293;184;256000;0.003;0.01;500;1630;15;12
15383.845;0.646;19.297;1;20770.53;7731.13;773.113;21321.4;0.882;227.082;4;1;68;161;358;30.7;34;4;0.16;0.08;0.48;51;0.5;1.13;0.8;0.9;1.05;255;396;493;258000;0.003;0.01;730;440;10;9
28050.535;0.747;33.36;1;155994.22;9558.22;955.822;156552;0.996;216.635;4;1;52;109;456;36.64;39;4;0.2;0.16;0.21;146;0.8;1.08;0.9;0.4;0.99;331;326;276;176000;0.005;0.01;660;650;15;8
8928.563;0.497;11.054;1;15565.16;6226.66;622.666;15876.5;0.89;175.978;4;1;136;165;348;41.38;15;1.5;0.16;0.03;0.48;200;1.1;1.06;0.7;0.3;0.99;244;272;312;239000;0.002;0.01;1400;720;7;5
-983.466;0.033;0.136;0;88.063;81.126;8.113;0;0.079;99.479;4;1;274;167;261;2.06;3;1.7;0.09;0.14;0.17;199;1.5;1.06;0.8;0.5;1.01;264;102;318;298000;0.001;0.01;1200;1580;11;15
3585.603;0.597;4.571;1;4043.874;3077.55;307.755;4756.13;0.665;259.264;4;1;178;195;409;43.27;6;2.8;0.16;0.07;0.34;114;0.4;1.21;0.8;0.9;0.99;245;180;214;193000;0.005;0.01;830;1260;13;10
12578.933;0.189;11.801;1;14604.418;13838.8;1383.88;17645.2;0.063;219.764;4;1;327;24;257;49.28;44;2.3;0.18;0.14;0.01;146;1;1.23;0.8;0.4;1.05;188;500;129;30000;0.001;0.01;1420;460;15;14
20658.886;0.447;21.624;1;15455.271;14711.1;1471.11;17573.7;0.645;286.055;4;1;160;162;499;10.64;34;0.6;0.18;0.08;0.38;98;0.2;1.18;0.7;0.4;1.04;273;413;82;144000;0.001;0.01;400;770;14;15
24690.004;0.684;25.238;1;19395.23;10589.6;1058.96;20794.1;0.849;378.627;4;1;160;82;484;26.73;15;4.2;0.2;0.08;0.44;217;0.2;1.12;0.9;0.5;1.01;278;463;232;19000;0.002;0.01;1160;1810;11;11
2141.972;0.052;3.582;1;679.008;650.24;65.024;0;0;81.185;4;1;73;130;324;19.08;37;4.3;0.16;0.16;0.47;96;0.4;1.17;0.9;1;0.99;332;123;437;28000;0.003;0.01;1550;960;3;6
4069.189;0.171;5.198;1;5326.935;5245.24;524.524;6498.68;0.062;243.542;4;1;175;40;397;5.17;29;1.7;0.19;0.1;0.41;142;1.2;1.17;0.7;0.6;0.99;223;490;287;124000;0.001;0.01;1240;1320;8;8
18330.434;0.78;26.671;1;41691.14;8047.24;804.724;41923.7;0.994;198.078;4;1;35;143;472;48.93;44;3;0.19;0.07;0.38;105;1;1.09;0.7;0.6;1.03;321;419;297;206000;0.002;0.01;490;800;3;2
54129.164;0.514;55.596;1;53660.9;31957.9;3195.79;53843.4;0.755;117.905;4;1;208;17;320;40.54;45;4.6;0.2;0.08;0.34;99;0.5;1.09;0.7;0.8;1.02;302;103;350;225000;0.005;0.01;1010;760;5;15
14928.562;0.099;14.1;1;11328.5;11328.5;1132.85;10800.1;0;111.945;4;1;430;133;292;46.14;43;2.9;0.2;0.04;0.35;212;1.4;1.2;0.7;0.6;0.99;222;141;233;240000;0.005;0.01;1970;480;10;2
8247.686;0.215;9.834;1;6875.25;6875.25;687.525;7353.41;0;241.243;4;1;170;70;416;10.07;26;1.8;0.19;0.01;0.39;226;1.2;1.09;0.9;0.9;0.98;290;361;425;245000;0.002;0.01;1500;1360;4;6
2199.269;0.045;3.268;1;1409.7;1409.7;140.97;0;0;43.263;4;1;220;42;246;4.81;26;5;0.18;0.08;0.26;86;1.4;1.19;0.7;0.8;0.98;265;343;226;156000;0.001;0.01;480;990;11;7
22694.122;0.192;22.868;1;17664.9;17664.9;1766.49;18013.9;0;157.079;4;1;294;36;317;14.3;44;3.7;0.2;0.03;0.07;219;0.3;1.05;0.9;0.5;0.99;203;366;348;95000;0.005;0.01;1760;1560;5;3
33592.966;0.448;31.094;1;27436.87;25153.1;2515.31;30837.8;0.658;252.072;4;1;221;120;351;39.71;41;2.3;0.19;0.06;0.49;93;0.7;1.2;0.8;0.9;1.04;290;316;453;11000;0.003;0.01;1420;1860;11;15
12674.214;0.327;11.427;1;12022.8;12022.8;1202.28;11859.6;0;165.387;4;1;430;38;362;49.63;12;1.4;0.19;0.02;0.35;178;0.4;1.08;0.7;1;1.04;268;236;441;214000;0.002;0.01;430;1210;13;13
17783.527;0.458;20.889;1;15577.92;9924.33;992.433;17575.6;0.728;159.337;4;1;174;47;390;27.08;25;4.3;0.17;0.11;0.32;183;0.7;1.2;0.9;1;0.99;205;498;312;182000;0.003;0.01;920;860;6;5
2629.384;0.101;3.268;1;3053.648;2990.71;299.071;2808.5;0.021;181.95;4;1;414;69;326;4.68;14;1.6;0.16;0.19;0.36;215;0.2;1.04;0.7;1;0.99;244;99;187;254000;0.002;0.01;1700;1090;4;10
22979.836;0.272;21.831;1;28331.13;21184.6;2118.46;30622.9;0.505;135.184;4;1;413;197;272;47.08;43;1.6;0.15;0.15;0.17;148;1.4;1.18;0.8;0.3;1.04;180;50;87;66000;0.003;0.01;1700;360;8;3
3570.22;0.106;4.143;0.815;4161.305;4131.2;413.12;5418.12;0.007;269.278;4;1;340;85;382;5.93;21;2.9;0.19;0.11;0.22;202;0.7;1.23;0.9;0.9;1.02;231;489;223;222000;0.004;0.01;790;1690;9;12
689.265;0.042;1.538;0.686;701.531;701.531;70.153;0;0;104.907;4;1;358;157;301;14.81;8;4.5;0.16;0.07;0.28;151;1;1.01;0.7;0.7;1.04;313;294;211;44000;0.001;0.01;1070;480;11;2
4516.635;0.17;5.283;1;6057.34;6057.34;605.734;6573.84;0;242.297;4;1;240;57;284;37.29;21;2;0.2;0.03;0.17;225;0.9;1.13;0.7;0.6;1.05;237;306;92;289000;0.003;0.01;520;1710;8;14
